progress	description	description_ES	actions
71	I retrieved the Control Module, I must put it back into the main computer! It must be close to the ritual room. However I must deal with the Forsaken first.	He recuperado el Módulo de Control, debo ponerlo de vuelta en el Ordenador Central. Debe estar cerca de la sala del ritual. Pero antes tendré que enfrentarme a Los Olvidados.	
72	I am taking part in a debate with the Forsaken	Estoy participando en un debate con los Olvidados.	
76	It looked as if I had won, but the Magister seems to be up to something.	Parecía que había ganado, pero el Maestro tenía un as en la manga.	
77	I have to face the Horrors in person. This is not looking good.	Debo enfrentarme a los Horrores en persona. Esto no tiene buena pinta.	
78	The Horrors have arrived!	¡Los Horrores han llegado!	
80	The Forsaken are gone. I must put the Control Module back into the main computer!	Los Olvidados se han marchado. Debo poner el Módulo de Control de vuelta en el Ordenador Central.	
83	I have decided to honor my heritage as a Muud'ari and return to my world where I'll become immortal.	He decidido honrar mi linaje Muud'ari y regresar a mi mundo donde me espera la inmortalidad.	
84	I found the Ark. It is a very strange ship, and it was not on the coast but on top of a volcano. Could the legends be true? could this ship be able to traverse the skies? Now I must take the final steps on my quest to immortality.	Encontré el Arca. Es un extraño barco, y no estaba en la costa, sino en lo alto de un volcán. ¿Serán ciertas las leyendas? ¿Podía el Arca surcar los cielos? Ahora debo dar los pasos finales en la búsqueda de la inmortalidad.	
85	"I met Valeran inside the Ark. My enemy now is my own sister Amarisa; she's trying to destroy the Gate. I must disable the reactor; it is somewhere downstairs."	"Me he encontrado con Valeran en el Arca. Mi enemigo ahora es mi propia hermana amarisa; está inentando destruir la Puerta. Debo desactivar el reactor que se encuentra en elgún sitio escaleras abajo."	
86	"I killed Amarisa. It needed to be done; now all that remains is stopping this damn Reactor."	"He matado a Amarisa. Era necesario; ahora lo que falta es parar ese maldito Reactor."	
87	The Reactor has been stopped. I need to find the Magister in the Command Bridge. I suspect it must be somewhere upstairs.	El Reactor se ha parado. Debo encontrar al Maestro en el Puente de Mando. Sospecho que está en algún lugar escaleras arriba.	
90	The Magister has asked one more job from me, assassinating a rival named Lady Calenda. She is in one of the dormitories.	El Maestro me ha pedido un último trabajo: asesinar a una rival llamada Lady Calenda. Está en uno de los dormitorios.	
100	I saved Varannar from the threat of the Deep Gate and the Horrors. Grandpa would be proud. I think.	He salvado a Varannar de la amenaza de la Puerta Profunda y los Horrores. El Abuelo estaría orgulloso. Creo.	
150	I travelled to a new world through the Deep Gate.	He viajado a un nuevo mundo a través de la Puerta Profunda.	
