id	rarity	spawn_id	spawn_id_2	spawn_id_3	item_id	target	target_ES	reward_table	difficulty	locations	duration_max	top_faction	faction_gain	faction_loss	rival_faction_loss	minlevel	maxlevel
book2	C			0	10002			gold	0	"H10_mine_1;H10_mine_2;G9_cave_2;H9_lair_3;H10_tomb_1;H10_tomb_2;H10_tomb_3;H8_tomb_1;G10_tomb_1;G10_tomb_2;G10_tomb_3"	8	70	2	1	0	2	12
book3	C			0	10003			gold	0	"H10_mine_1;H10_mine_2;G9_cave_2;H9_lair_3;H10_tomb_1;H10_tomb_2;H10_tomb_3;H8_tomb_1;G10_tomb_1;G10_tomb_2;G10_tomb_3"	8	70	2	1	0	2	12
book4	C			0	10004			gold	0	"H10_mine_1;H10_mine_2;G9_cave_2;H9_lair_3;H10_tomb_1;H10_tomb_2;H10_tomb_3;H8_tomb_1;G10_tomb_1;G10_tomb_2;G10_tomb_3"	8	70	2	1	0	2	12
book5	C			0	10005			gold	0	"H10_mine_1;H10_mine_2;G9_cave_2;H9_lair_3;H10_tomb_1;H10_tomb_2;H10_tomb_3;H8_tomb_1;G10_tomb_1;G10_tomb_2;G10_tomb_3"	8	70	2	1	0	2	12
book6	C			0	10006			gold	0	"H10_mine_1;H10_mine_2;G9_cave_2;H9_lair_3;H10_tomb_1;H10_tomb_2;H10_tomb_3;H8_tomb_1;G10_tomb_1;G10_tomb_2;G10_tomb_3"	8	70	2	1	0	5	12
book7	C			0	10007			gold	0	"H10_mine_1;H10_mine_2;G9_cave_2;H9_lair_3;H10_tomb_1;H10_tomb_2;H10_tomb_3;H8_tomb_1;G10_tomb_1;G10_tomb_2;G10_tomb_3"	8	70	2	1	0	5	12
book8	C			0	10008			gold	0	"H10_mine_1;H10_mine_2;G9_cave_2;H9_lair_3;H10_tomb_1;H10_tomb_2;H10_tomb_3;H8_tomb_1;G10_tomb_1;G10_tomb_2;G10_tomb_3"	8	70	2	1	0	5	12
book9	C			0	10009			gold	0	"H10_mine_1;H10_mine_2;G9_cave_2;H9_lair_3;H10_tomb_1;H10_tomb_2;H10_tomb_3;H8_tomb_1;G10_tomb_1;G10_tomb_2;G10_tomb_3"	8	70	2	1	0	5	12
book10	C			0	10026			gold	0	"H10_mine_1;H10_mine_2;G9_cave_2;H9_lair_3;H10_tomb_1;H10_tomb_2;H10_tomb_3;H8_tomb_1;G10_tomb_1;G10_tomb_2;G10_tomb_3"	8	70	2	1	0	5	12
book11	C			0	10027			gold	0	"H10_mine_1;H10_mine_2;G9_cave_2;H9_lair_3;H10_tomb_1;H10_tomb_2;H10_tomb_3;H8_tomb_1;G10_tomb_1;G10_tomb_2;G10_tomb_3"	8	70	2	1	0	5	12
book12	C			0	10028			gold	0	"H10_mine_1;H10_mine_2;G9_cave_2;H9_lair_3;H10_tomb_1;H10_tomb_2;H10_tomb_3;H8_tomb_1;G10_tomb_1;G10_tomb_2;G10_tomb_3"	8	70	2	1	0	8	15
book13	C			0	10029			gold	0	"H10_mine_1;H10_mine_2;G9_cave_2;H9_lair_3;H10_tomb_1;H10_tomb_2;H10_tomb_3;H8_tomb_1;G10_tomb_1;G10_tomb_2;G10_tomb_3"	8	70	2	1	0	8	15
book14	C			0	10030			gold	0	"H10_mine_1;H10_mine_2;G9_cave_2;H9_lair_3;H10_tomb_1;H10_tomb_2;H10_tomb_3;H8_tomb_1;G10_tomb_1;G10_tomb_2;G10_tomb_3"	8	70	2	1	0	8	15
book15	C			0	10031			gold	0	"H10_mine_1;H10_mine_2;G9_cave_2;H9_lair_3;H10_tomb_1;H10_tomb_2;H10_tomb_3;H8_tomb_1;G10_tomb_1;G10_tomb_2;G10_tomb_3"	8	70	2	1	0	8	15
book16	C			0	10032			gold	0	"H10_mine_1;H10_mine_2;G9_cave_2;H9_lair_3;H10_tomb_1;H10_tomb_2;H10_tomb_3;H8_tomb_1;G10_tomb_1;G10_tomb_2;G10_tomb_3"	8	70	2	1	0	8	15
book17	C			0	10033			gold	0	"H10_mine_1;H10_mine_2;G9_cave_2;H9_lair_3;H10_tomb_1;H10_tomb_2;H10_tomb_3;H8_tomb_1;G10_tomb_1;G10_tomb_2;G10_tomb_3"	8	70	2	1	0	8	15
book18	C			0	10034			gold	0	"H10_mine_1;H10_mine_2;G9_cave_2;H9_lair_3;H10_tomb_1;H10_tomb_2;H10_tomb_3;H8_tomb_1;G10_tomb_1;G10_tomb_2;G10_tomb_3"	8	70	2	1	0	8	15
book19	C			0	10035			gold	0	"H10_mine_1;H10_mine_2;G9_cave_2;H9_lair_3;H10_tomb_1;H10_tomb_2;H10_tomb_3;H8_tomb_1;G10_tomb_1;G10_tomb_2;G10_tomb_3"	8	70	2	1	0	8	15
book20	C			0	10036			gold	0	"H10_mine_1;H10_mine_2;G9_cave_2;H9_lair_3;H10_tomb_1;H10_tomb_2;H10_tomb_3;H8_tomb_1;G10_tomb_1;G10_tomb_2;G10_tomb_3"	8	70	2	1	0	8	15
