item_ID	name	type	weaponstats	armor	resistances	traitBonus	attributes	value	icon	hp	mana	damage_bonus	damage_bonus_type	proc_type	proc_chance	proc_level	sprite	OnTake	OnTakeConditions	OnUse	Manacost	Requisites	Classes	stack
341	Robe of the White Mage	armor_chest		2	0,12,0,0,0,12			1500	robe_white	8	12						tunic_white						M	
360	Scepter of the Underworld	WEAPON	wand_death_4	0			[wand][arcane,4]	4500	staff5	0	0						rod						M	
361	Wand of the Arcanist	WEAPON	wand_arcanist	0			[wand][arcane,3]	9000	wand10	0	0						rod						M	
362	Staff of the Arcanist	WEAPON	staff_arcanist	0			[staff][arcane,3]	9000	wand11	0	0						greatstaff						M	
363	Branch of the Holy Tree	WEAPON	wand_spirit_3	0			[wand][arcane,1][banishing,3]	3000	wand10	0	0						wand						M	
364	Staff of the Traveller	WEAPON	staff_shock_4	0			[staff][arcane,2][banishing,4]	3000	greatstaff_blue	0	0						greatstaff						M	
365	Staff of Impact	WEAPON	staff_impact	0			[staff][arcane,5][stun,1]	10000	greatstaff_green	0	0						greatstaff						M	
366	Staff of the Dead Kings	WEAPON	staff_death_5	0			[staff][arcane,5]	10000	greatstaff_death	0	0						greatstaff						M	
367	Wand of Power	WEAPON	wand_power	0			[wand][arcane,5][stun,1]	8000	wand5	0	0						rod						M	
368	Crystallized Wand	WEAPON	wand_ice_5	0			[wand][arcane,4][banishing,2]	8000	wand6	0	0						rod						M	
369	Staff of Wonders	WEAPON	staff_spirit_3	0			[staff][arcane,1][banishing,3]	3000	staff3	0	0						greatstaff						M	
370	Willow Wand	WEAPON	wand_1	0			[wand]	80	wand0	0	0						wand						M	
371	Oak Wand	WEAPON	wand_2	0			[wand]	600	wand1	0	0						wand						M	
372	Wand of Scorching	WEAPON	wand_fire_1	0			[wand][arcane,1]	200	wand7	0	0						rod						M	
373	Icy Wand	WEAPON	wand_ice_2	0			[wand]	200	wand6	0	0						rod						M	
374	Batrax Wand	WEAPON	wand_ice_2b	0			[wand]	300	wand6	0	0						wand						M	
375	Acidspitter	WEAPON	wand_toxic_3	0			[wand]	300	acidspitter	0	0						wand						M	
376	Polarized Staff	WEAPON	staff_shock_3	0			[staff][arcane,1][stun,1]	980	greatstaff_blue	0	0						greatstaff						M	
380	Staff of Force	WEAPON	staff_1	0			[staff]	140	staff0	0	0						staff						M	
381	Caduceus of Scorching	WEAPON	staff_fire_1	0			[staff][arcane,1]	1800	staff3	0	0						staff						M	
382	GreatStaff of Energy	WEAPON	staff_2	0			[staff]	2400	staff1	0	0						staff						M	
383	Vitriolic Staff	WEAPON	staff_toxic_1	0			[staff]	800	staff2	0	0						staff						M	
384	Staff of the Seas	WEAPON	staff_ice_2	0			[staff][stun,1][arcane,2]	1500	greatstaff_white	0	0						greatstaff						M	
385	Wand of Storms	WEAPON	wand_shock_3	0			[wand][stun,2]	1500	wand4	0	0						wand						M	
386	Tolassian Wand	WEAPON	wand_death_2	0			[wand]	1500	wand3	0	0						rod						M	
387	Tolassian Greatstaff	WEAPON	staff_death_2	0			[staff][arcane,2]	2500	greatstaff_death	0	0						greatstaff						M	
388	Staff of Storms	WEAPON	staff_shock_2	0			[staff][stun,1]	2500	staff1	0	0						staff						M	
389	Imperial Battlemage Wand	WEAPON	wand_fire_3	0			[wand][arcane,1]	1000	wand7	0	0						rod						M	
390	Rod of Incineration	WEAPON	wand_fire_4	0			[wand][arcane,2]	1400	wand7	0	0						rod						M	
391	Elm Wand	WEAPON	wand_3	0			[wand]	2400	wand1	0	0						wand						M	
392	Staff of Mighty Missiles	WEAPON	staff_3	0			[staff]	3600	staff1	0	0						staff						M	
393	Magma Greatstaff	WEAPON	staff_fire_4	0			[staff][arcane,3]	3000	greatstaff_red	0	0						greatstaff						M	
394	First Winter	WEAPON	staff_ice_4	0			[staff][arcane,4][banishing,2]	6000	staff6	0	0						greatstaff						M	
395	Invisible Fist	WEAPON	wand_4	0			[wand]	2200	wand1	0	0						wand						M	
396	The Corruptor	WEAPON	staff_toxic_4	0			[staff][arcane,3]	6000	staff1	0	0						staff						M	
398	Tesla Emitter	WEAPON	wand_tesla	0			[wand][arcane,2][emp,2]	6000	tesla_emitter	0	0						rod						M	
399	Tesla Rod	WEAPON	staff_tesla	0			[staff][arcane,3][emp,3]	6000	tesla_rod	0	0						greatstaff						M	
400	Dirk	SHIELD		0			[offhand]	180	dirk	0	0	2					sword						W,R	
401	Main Gauche	SHIELD		1			[offhand]	600	dirk_blue	0	0	2					sword						R	
402	Lightning Dirk	SHIELD		0			[offhand][stun,1]	1300	dirk_shock	0	0	3	s	stun	5	1	sword						W,R	
403	Hatchet	SHIELD		0			[offhand]	900	hatchet	0	0	3					axe						W,R	
404	Toecutter	SHIELD		0			[offhand][slow,1]	1300	hatchet2	0	0	3		slow	6	3	axe						W,R	
405	Flaming Hatchet	SHIELD		0			[offhand]	900	hatchet_fire	0	0	2	f				axe						W,R	
406	Bluesteel Dirk	SHIELD		0			[offhand]	1800	dirk_blue	0	0	4					sword						R	
407	Flaming Dirk	SHIELD		0			[offhand]	1800	dirk_fire	0	0	4	f				sword						R	
408	Cursed Fang	SHIELD		0			[offhand][stun,1]	1000	fang2	0	0	4	d	stun	5	1	sword						R	
409	Main Gauche of Shadows	SHIELD		1			[offhand][slow,1]	2000	dirk_dblue	0	0	3	d	slow	6	3	sword						R	
410	Dirk of the Gambler	SHIELD		1			[offhand][slow,1]	2800	dirk	0	0	5		slow	6	3	sword						R	
411	Dirk of Betrayal	SHIELD		1			[offhand][stun,1]	4000	dirk	0	0	5		stun	5	1	sword						R	
412	Tarand's Hatchet	SHIELD		0			[offhand][slow,1]	3500	hatchet_fire	0	0	4	f	slow	6	3	axe						W,R	
440	Varannari Owl Figurine	SHIELD		0	0,0,0,0,0,0		[detection,1][orb]	200	totem2	10	5												M	
441	Varannari Turtle Figurine	SHIELD		2	0,0,0,20,0,0		[stability][orb]	1500	totem4	25	0												M	
442	Varannari Cat Figurine	SHIELD		2	0,0,0,0,0,15		[orb]	1500	totem3	-15	25												M	
443	Ursan Figurine	SHIELD		1	0,0,0,20,0,0		[detection,3][orb]	1200	totem5	15	0												M	
450	Lesser Black Orb	SHIELD		0	0,0,0,18,0,0		[detection,1][orb]	500	orb_black	14	5												M	
451	Lesser Red Orb	SHIELD		0	18,0,0,0,0,0		[detection,1][orb]	500	orb_red	14	5												M	
452	Lesser White Orb	SHIELD		0	0,18,0,0,0,0		[detection,1][orb]	500	orb_white	14	5												M	
453	Lesser Green Orb	SHIELD		0	0,0,0,0,18,0		[detection,1][orb]	500	orb_green	14	5												M	
454	Lesser Blue Orb	SHIELD		0	0,0,18,0,0,0		[detection,1][orb]	500	orb_blue	14	5												M	
455	Greater Black Orb	SHIELD		1	0,0,0,28,0,0		[detection,2][orb]	960	orb_black	25	9												M	
456	Greater Red Orb	SHIELD		1	28,0,0,0,0,0		[detection,2][orb]	960	orb_red	25	9												M	
457	Greater White Orb	SHIELD		1	0,28,0,0,0,0		[detection,2][orb]	960	orb_white	25	9												M	
458	Greater Green Orb	SHIELD		1	0,0,0,0,28,0		[detection,2][orb]	960	orb_green	25	9												M	
459	Greater Blue Orb	SHIELD		1	0,0,28,0,0,0		[detection,2][orb]	960	orb_blue	25	9												M	
460	Pouch of Reagents	SHIELD		0	0,0,0,0,0,15		[wisdom,1][orb]	1500	pouch	0	24												M	
461	Jester's Skull	SHIELD		2		0,0,0,0,0,1	[wisdom,2][orb]	3000	skull2	15	15												M	
462	Orb of the High Clouds	SHIELD		1	25,0,35,0,0,0		[detection,3][orb]	2900	orb_cloud	0	10												M	
463	Totem of Protection	SHIELD		2	0,0,0,0,0,20		[stability][orb]	4000	totem1	20	0													
501	Iron Dagger	WEAPON	iron_dagger	0				25	weapon_dagger	0	0						dagger							
502	Iron Shortsword	WEAPON	iron_shortsword	0				35	weapon_shortsword	0	0						shortsword						W,R	
503	Iron Longsword	WEAPON	iron_longsword	0				50	weapon_longsword	0	0						longsword						W,R	
504	Iron Greatsword	WEAPON	iron_greatsword	0				60	weapon_greatsword	0	0						zweihander						W	
505	Iron Mace	WEAPON	iron_mace	0				50	weapon_mace1	0	0						mace						W,C	
506	Iron Hammer	WEAPON	iron_hammer	0				40	hammer3	0	0						hammer						W,C	
507	Iron Maul	WEAPON	iron_maul	0				80	maul3	0	0						maul						W,C	
508	Iron Axe	WEAPON	iron_axe	0				33	axe3	0	0						axe						W,R	
509	Iron Greataxe	WEAPON	iron_greataxe	0				55	battleaxe3	0	0						battleaxe						W	
521	Steel Dagger	WEAPON	steel_dagger	0				250	weapon_dagger1	0	0						dagger							
522	Steel Shortsword	WEAPON	steel_shortsword	0				350	weapon_shortsword1	0	0						shortsword						W,R	
523	Steel Longsword	WEAPON	steel_longsword	0				500	weapon_longsword1	0	0						longsword						W,R	
524	Steel Greatsword	WEAPON	steel_greatsword	0				600	weapon_greatsword1	0	0						zweihander						W	
